"Comment","User","ReplyCount","LikeCount","PublishTime","CommentId","ParentID","ReplyToAnotherUser","VideoID","sentimentQDAP.WordCount","sentimentQDAP.SentimentGI","sentimentQDAP.NegativityGI","sentimentQDAP.PositivityGI","sentimentQDAP.SentimentHE","sentimentQDAP.NegativityHE","sentimentQDAP.PositivityHE","sentimentQDAP.SentimentLM","sentimentQDAP.NegativityLM","sentimentQDAP.PositivityLM","sentimentQDAP.RatioUncertaintyLM","sentimentQDAP.SentimentQDAP","sentimentQDAP.NegativityQDAP","sentimentQDAP.PositivityQDAP","Sentiment.WordCount","Sentiment.SentimentGI","Sentiment.NegativityGI","Sentiment.PositivityGI","Sentiment.SentimentHE","Sentiment.NegativityHE","Sentiment.PositivityHE","Sentiment.SentimentLM","Sentiment.NegativityLM","Sentiment.PositivityLM","Sentiment.RatioUncertaintyLM","Sentiment.SentimentQDAP","Sentiment.NegativityQDAP","Sentiment.PositivityQDAP"
"please please, can anyone tell me about the music that started at 1:20 theme song please?","Jigyasu Arya","0","0","2018-03-15T18:17:33Z","UgwQSJZECbGKnE8k8eR4AaABAg","None","FALSE","4d5q9bqRmq8", 10.000000000,  0.300000000,  0.000000000,  0.300000000,  0.300000000,  0.000000000,  0.300000000,  0.300000000,  0.000000000,  0.300000000,  0.000000000,  0.300000000,  0.000000000,  0.300000000, 10,positive,0.00000000,0.30000000,positive,0.000000000,0.300000000,positive,0.00000000,0.300000000,0.000000000,positive,0.00000000,0.30000000
"i look up to you","Ashish Nigam","0","0","2018-03-15T17:45:05Z","UgyIqUaiS0PsXqBhaTd4AaABAg","None","FALSE","4d5q9bqRmq8",  1.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  1,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"incredible my maaan love ya from india!","Muhsin Mohamed","0","0","2018-03-15T13:24:00Z","UgwnjF28WN7Z56x3vYN4AaABAg","None","FALSE","4d5q9bqRmq8",  4.000000000,  0.000000000,  0.250000000,  0.250000000,  0.000000000,  0.000000000,  0.000000000,  0.250000000,  0.000000000,  0.250000000,  0.000000000,  0.500000000,  0.000000000,  0.500000000,  4,neutral,0.25000000,0.25000000,neutral,0.000000000,0.000000000,positive,0.00000000,0.250000000,0.000000000,positive,0.00000000,0.50000000
"happy birthday, bro","Adi Primanda Ginting","0","0","2018-03-15T07:36:26Z","UgxepW3B6n2Ilj3ECPR4AaABAg","None","FALSE","4d5q9bqRmq8",  3.000000000,  0.333333333,  0.000000000,  0.333333333,  0.000000000,  0.000000000,  0.000000000,  0.333333333,  0.000000000,  0.333333333,  0.000000000,  0.333333333,  0.000000000,  0.333333333,  3,positive,0.00000000,0.33333333,neutral,0.000000000,0.000000000,positive,0.00000000,0.333333333,0.000000000,positive,0.00000000,0.33333333
"hey joma. happy birthday. your lifestyle has become my destiny . i wish i could meet you one day just to say thanks and a salute for showing a beautiful life ahead after hardwork. i watch your videos daily. i just want you to know that you have one die hard fan in california and what you are doing is an amazing work. be proud becoz am proud to be your fan.","Sibi Krishnan","0","0","2018-03-15T06:59:08Z","UgxgZ6EaIWU4HwseIGp4AaABAg","None","FALSE","4d5q9bqRmq8", 37.000000000,  0.216216216,  0.081081081,  0.297297297,  0.000000000,  0.000000000,  0.000000000,  0.027027027,  0.027027027,  0.054054054,  0.000000000,  0.297297297,  0.054054054,  0.351351351, 37,positive,0.08108108,0.29729730,neutral,0.000000000,0.000000000,positive,0.02702703,0.054054054,0.000000000,positive,0.05405405,0.35135135
"so inspiring heart ","TheTubeTrotter","0","1","2018-03-15T05:37:50Z","UgwTH6anp-ZrU8KD0Rh4AaABAg","None","FALSE","4d5q9bqRmq8",  2.000000000,  1.000000000,  0.000000000,  1.000000000,  0.000000000,  0.000000000,  0.000000000,  0.500000000,  0.000000000,  0.500000000,  0.000000000,  0.500000000,  0.000000000,  0.500000000,  2,positive,0.00000000,1.00000000,neutral,0.000000000,0.000000000,positive,0.00000000,0.500000000,0.000000000,positive,0.00000000,0.50000000
"what is the theme song that you used in this video?","Subham Ghosh","0","1","2018-03-15T04:44:21Z","UgwsFz9agUlkwkLp9tJ4AaABAg","None","FALSE","4d5q9bqRmq8",  4.000000000,  0.250000000,  0.000000000,  0.250000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.250000000,  0.000000000,  0.250000000,  4,positive,0.00000000,0.25000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.00000000,0.25000000
"happy birthday joma! you're good! you've inspired our little channel here in south africa. keep it up!!","Start Ugly","0","0","2018-03-14T19:34:18Z","UgyTXLbFgR8Kk81S7U14AaABAg","None","FALSE","4d5q9bqRmq8", 12.000000000,  0.250000000,  0.000000000,  0.250000000,  0.083333333,  0.000000000,  0.083333333,  0.250000000,  0.000000000,  0.250000000,  0.000000000,  0.250000000,  0.000000000,  0.250000000, 12,positive,0.00000000,0.25000000,positive,0.000000000,0.083333333,positive,0.00000000,0.250000000,0.000000000,positive,0.00000000,0.25000000
"happy birthday from indonesia, joma!","Clinton Chow","0","0","2018-03-14T17:03:49Z","Ugzxm35bdXVadMynFJx4AaABAg","None","FALSE","4d5q9bqRmq8",  4.000000000,  0.250000000,  0.000000000,  0.250000000,  0.000000000,  0.000000000,  0.000000000,  0.250000000,  0.000000000,  0.250000000,  0.000000000,  0.250000000,  0.000000000,  0.250000000,  4,positive,0.00000000,0.25000000,neutral,0.000000000,0.000000000,positive,0.00000000,0.250000000,0.000000000,positive,0.00000000,0.25000000
"happy birthday!!! my birthday is on 13th!!","Jasper Lu","0","1","2018-03-14T14:04:33Z","UgzEUMjEhx6Jb03pu1t4AaABAg","None","FALSE","4d5q9bqRmq8",  3.000000000,  0.333333333,  0.000000000,  0.333333333,  0.000000000,  0.000000000,  0.000000000,  0.333333333,  0.000000000,  0.333333333,  0.000000000,  0.333333333,  0.000000000,  0.333333333,  3,positive,0.00000000,0.33333333,neutral,0.000000000,0.000000000,positive,0.00000000,0.333333333,0.000000000,positive,0.00000000,0.33333333
"but google apm and facebook rpm are impossible roles to get dontcha know","mrsoulbot","0","0","2018-03-14T11:54:52Z","UgwHwVyqGvEXLcHpp2B4AaABAg","None","FALSE","4d5q9bqRmq8",  9.000000000,  0.000000000,  0.111111111,  0.111111111,  0.000000000,  0.000000000,  0.000000000, -0.222222222,  0.222222222,  0.000000000,  0.000000000, -0.111111111,  0.111111111,  0.000000000,  9,neutral,0.11111111,0.11111111,neutral,0.000000000,0.000000000,negative,0.22222222,0.000000000,0.000000000,negative,0.11111111,0.00000000
"happy birthday joma great wishes and big like from morocco laughing ","hajar Benjat","0","0","2018-03-14T03:22:38Z","UgyQvnYZlVrc5G9LErt4AaABAg","None","FALSE","4d5q9bqRmq8",  9.000000000,  0.333333333,  0.111111111,  0.444444444,  0.000000000,  0.000000000,  0.000000000,  0.222222222,  0.000000000,  0.222222222,  0.000000000,  0.333333333,  0.000000000,  0.333333333,  9,positive,0.11111111,0.44444444,neutral,0.000000000,0.000000000,positive,0.00000000,0.222222222,0.000000000,positive,0.00000000,0.33333333
"happy birthday joma! the editing and quality of this video were amazing smiley ! love your work, keep it up!!","McSwagger93","0","0","2018-03-14T02:45:54Z","UgzfQWNGwwx3UCoslv94AaABAg","None","FALSE","4d5q9bqRmq8", 11.000000000,  0.363636364,  0.000000000,  0.363636364,  0.000000000,  0.000000000,  0.000000000,  0.090909091,  0.000000000,  0.090909091,  0.000000000,  0.363636364,  0.000000000,  0.363636364, 11,positive,0.00000000,0.36363636,neutral,0.000000000,0.000000000,positive,0.00000000,0.090909091,0.000000000,positive,0.00000000,0.36363636
"hi joma, for your internships that you had during university, were they outside of the waterloo c surprise p program or were they the same thing?","Hot Pie","0","0","2018-03-14T01:34:18Z","UgwMhQk6wVO9k5lHmLR4AaABAg","None","FALSE","4d5q9bqRmq8",  8.000000000, -0.125000000,  0.125000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000, -0.125000000,  0.125000000,  0.000000000,  8,negative,0.12500000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,negative,0.12500000,0.00000000
"trust me, next year and even next next year... will be better","Zihan Chen","0","0","2018-03-14T00:11:59Z","UgzcgKfgOEu22LaBN1J4AaABAg","None","FALSE","4d5q9bqRmq8",  9.000000000,  0.333333333,  0.111111111,  0.444444444,  0.111111111,  0.000000000,  0.111111111,  0.000000000,  0.111111111,  0.111111111,  0.000000000,  0.444444444,  0.000000000,  0.444444444,  9,positive,0.11111111,0.44444444,positive,0.000000000,0.111111111,neutral,0.11111111,0.111111111,0.000000000,positive,0.00000000,0.44444444
"i wish you great success joma. the strength that you have to overcome your setbacks are motivational. keep on grinding! happy birthday!","obohP","0","0","2018-03-13T23:47:14Z","UgzBrKossZXc3r9YZMV4AaABAg","None","FALSE","4d5q9bqRmq8", 12.000000000,  0.416666667,  0.000000000,  0.416666667,  0.166666667,  0.000000000,  0.166666667,  0.166666667,  0.166666667,  0.333333333,  0.000000000,  0.166666667,  0.166666667,  0.333333333, 12,positive,0.00000000,0.41666667,positive,0.000000000,0.166666667,positive,0.16666667,0.333333333,0.000000000,positive,0.16666667,0.33333333
"this was awesome mate. keep it up!","Michael Rudy","0","0","2018-03-13T23:41:41Z","Ugw4uHssk8IEWOkScOh4AaABAg","None","FALSE","4d5q9bqRmq8",  3.000000000,  0.333333333,  0.000000000,  0.333333333,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.333333333,  0.000000000,  0.333333333,  3,positive,0.00000000,0.33333333,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.00000000,0.33333333
"joma!!! woooohooo","Marcus Lee Eugene","0","0","2018-03-13T23:39:08Z","UgwPh5tOXjbkc-C4Rhd4AaABAg","None","FALSE","4d5q9bqRmq8",  2.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  2,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"the talk you gave at the end about failures was very inspirational!","Danny Lin","0","0","2018-03-13T22:46:26Z","Ugy8USkm75Z-0GpUREB4AaABAg","None","FALSE","4d5q9bqRmq8",  5.000000000,  0.000000000,  0.200000000,  0.200000000, -0.200000000,  0.200000000,  0.000000000,  0.000000000,  0.200000000,  0.200000000,  0.000000000,  0.000000000,  0.200000000,  0.200000000,  5,neutral,0.20000000,0.20000000,negative,0.200000000,0.000000000,neutral,0.20000000,0.200000000,0.000000000,neutral,0.20000000,0.20000000
"lmao hbd dudeee!! cool video, almost seemed like a commercial laughing ","J","0","0","2018-03-13T21:27:49Z","UgxLOSglhoBXIr9x1Gt4AaABAg","None","FALSE","4d5q9bqRmq8", 10.000000000,  0.000000000,  0.200000000,  0.200000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.200000000,  0.200000000,  0.000000000,  0.200000000, 10,neutral,0.20000000,0.20000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.200000000,positive,0.00000000,0.20000000
"fuck off logma smiley ))","Nine","0","0","2018-03-13T20:43:54Z","Ugz-Vjynn2KkyXRTkiB4AaABAg","None","FALSE","4d5q9bqRmq8",  3.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000, -0.333333333,  0.333333333,  0.000000000,  3,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,negative,0.33333333,0.00000000
"keep going man! happy belated birthday! laughing ","Purusharth sharma","0","0","2018-03-13T19:44:42Z","UgzF5YThdLinfTz9Tht4AaABAg","None","FALSE","4d5q9bqRmq8",  6.000000000,  0.166666667,  0.333333333,  0.500000000,  0.000000000,  0.000000000,  0.000000000,  0.166666667,  0.000000000,  0.166666667,  0.000000000,  0.000000000,  0.166666667,  0.166666667,  6,positive,0.33333333,0.50000000,neutral,0.000000000,0.000000000,positive,0.00000000,0.166666667,0.000000000,neutral,0.16666667,0.16666667
"youre amazing!! love from canada!","ben","0","0","2018-03-13T17:42:36Z","UgzlQFBon84qJUJncV54AaABAg","None","FALSE","4d5q9bqRmq8",  4.000000000,  0.500000000,  0.000000000,  0.500000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.500000000,  0.000000000,  0.500000000,  4,positive,0.00000000,0.50000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.00000000,0.50000000
"happy birthday joma!!","Rakshit Nigam","0","0","2018-03-13T17:21:22Z","UgwuZJjAuXu9vxjYdaR4AaABAg","None","FALSE","4d5q9bqRmq8",  3.000000000,  0.333333333,  0.000000000,  0.333333333,  0.000000000,  0.000000000,  0.000000000,  0.333333333,  0.000000000,  0.333333333,  0.000000000,  0.333333333,  0.000000000,  0.333333333,  3,positive,0.00000000,0.33333333,neutral,0.000000000,0.000000000,positive,0.00000000,0.333333333,0.000000000,positive,0.00000000,0.33333333
"happy birthday joma !!","hendra F","0","0","2018-03-13T16:48:15Z","UgwGNAq5nZ2pzUkAoud4AaABAg","None","FALSE","4d5q9bqRmq8",  3.000000000,  0.333333333,  0.000000000,  0.333333333,  0.000000000,  0.000000000,  0.000000000,  0.333333333,  0.000000000,  0.333333333,  0.000000000,  0.333333333,  0.000000000,  0.333333333,  3,positive,0.00000000,0.33333333,neutral,0.000000000,0.000000000,positive,0.00000000,0.333333333,0.000000000,positive,0.00000000,0.33333333
"you look a lot like shin lim","Do Good","0","0","2018-03-13T16:29:42Z","UgyoqMeKXxXnMuaMMLF4AaABAg","None","FALSE","4d5q9bqRmq8",  5.000000000,  0.200000000,  0.000000000,  0.200000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.200000000,  0.000000000,  0.200000000,  5,positive,0.00000000,0.20000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.00000000,0.20000000
"3 women cooking !","Nguyên Đình","2","0","2022-09-05T00:14:02Z","UgxUeQK4fBgyTDYPftZ4AaABAg","None","FALSE","4FMdbwDdHlw",  2.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  2,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"i would have answered....what is soft skills?","Normie Cyrox","1","0","2022-08-26T09:10:14Z","UgzKc7kqfr96hrAHi0p4AaABAg","None","FALSE","4FMdbwDdHlw",  3.000000000,  0.666666667,  0.000000000,  0.666666667,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.666666667,  0.000000000,  0.666666667,  3,positive,0.00000000,0.66666667,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.00000000,0.66666667
"i love you jomaaa","Hai Tri","2","0","2022-08-19T15:26:50Z","UgyBphJjVXWUW-Ilggt4AaABAg","None","FALSE","4FMdbwDdHlw",  2.000000000,  0.500000000,  0.000000000,  0.500000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.500000000,  0.000000000,  0.500000000,  2,positive,0.00000000,0.50000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.00000000,0.50000000
"maybe i am paranoid but it seems like an asian an white in one video create a weird tension. also i am nor racist because i am a russian jew","Andrey Shepelyov","2","0","2022-08-17T22:00:25Z","UgwWmmj5_ph3-FjV8hd4AaABAg","None","FALSE","4FMdbwDdHlw", 15.000000000, -0.066666667,  0.200000000,  0.133333333,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.133333333, -0.200000000,  0.266666667,  0.066666667, 15,negative,0.20000000,0.13333333,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.133333333,negative,0.26666667,0.06666667
"joma the beast at cooking","Zeverkek","2","0","2022-08-14T04:36:43Z","UgyrW4mOJbJNWXlKFBp4AaABAg","None","FALSE","4FMdbwDdHlw",  3.000000000, -0.333333333,  0.333333333,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000, -0.333333333,  0.333333333,  0.000000000,  3,negative,0.33333333,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,negative,0.33333333,0.00000000
"im i the only one who thinks arielle looks like max from stranger things just older","Serhat Tnc","2","0","2022-08-12T13:38:46Z","Ugx4x5hVfiiuYwrkkpZ4AaABAg","None","FALSE","4FMdbwDdHlw", 10.000000000,  0.200000000,  0.000000000,  0.200000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.100000000,  0.100000000,  0.200000000, 10,positive,0.00000000,0.20000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.10000000,0.20000000
"i feel sorry just looking at your face just sorry bro","Vegetarian","2","0","2022-08-11T03:30:10Z","UgzJmCYb3sEtHqPvZtt4AaABAg","None","FALSE","4FMdbwDdHlw",  8.000000000,  0.000000000,  0.250000000,  0.250000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.250000000,  0.250000000,  8,neutral,0.25000000,0.25000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.25000000,0.25000000
"i am just here for the blond chick .......smart and beautiful....perfect combination.....","memoranda1","2","0","2022-08-07T17:59:43Z","Ugzv2wqJNXmt8cejLUF4AaABAg","None","FALSE","4FMdbwDdHlw",  6.000000000,  0.333333333,  0.000000000,  0.333333333,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.333333333,  0.000000000,  0.333333333,  6,positive,0.00000000,0.33333333,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.00000000,0.33333333
"mayuko is a 10","Mo Dotcom","2","0","2022-08-02T18:55:48Z","UgyRMGbaRGU2Gj4oXex4AaABAg","None","FALSE","4FMdbwDdHlw",  1.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  1,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"2 beautiful girls 1 boy red heart ","AizenXXX","2","0","2022-08-02T03:51:05Z","UgwLBTFPy-OeNviOqlV4AaABAg","None","FALSE","4FMdbwDdHlw",  5.000000000,  0.400000000,  0.000000000,  0.400000000,  0.000000000,  0.000000000,  0.000000000,  0.200000000,  0.000000000,  0.200000000,  0.000000000,  0.200000000,  0.000000000,  0.200000000,  5,positive,0.00000000,0.40000000,neutral,0.000000000,0.000000000,positive,0.00000000,0.200000000,0.000000000,positive,0.00000000,0.20000000
"what are the woman programmers' ig?","Fin Tech","2","0","2022-08-01T11:44:39Z","Ugw7013UUPLRFuR1wux4AaABAg","None","FALSE","4FMdbwDdHlw",  2.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000, -0.500000000,  0.500000000,  0.000000000,  2,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,negative,0.50000000,0.00000000
"hi joma, i know it's been 4 years, but i wonder whether you can make this kind of q&a or talk video again, i found this video so much fun and helpful","Andrew LIAO","1","0","2022-07-07T10:09:20Z","Ugzo-9PlidrvTzDsTkB4AaABAg","None","FALSE","4FMdbwDdHlw", 15.000000000,  0.200000000,  0.200000000,  0.400000000,  0.000000000,  0.000000000,  0.000000000, -0.066666667,  0.066666667,  0.000000000,  0.000000000,  0.266666667,  0.000000000,  0.266666667, 15,positive,0.20000000,0.40000000,neutral,0.000000000,0.000000000,negative,0.06666667,0.000000000,0.000000000,positive,0.00000000,0.26666667
"the fact that in the subtitles my man has written ""mayuko"" as ""my yuko"" says a lot @2:43","ANAS KHAN","2","0","2022-06-18T16:51:23Z","UgxL5JhVQny59sh8K3Z4AaABAg","None","FALSE","4FMdbwDdHlw",  8.000000000,  0.125000000,  0.000000000,  0.125000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  8,positive,0.00000000,0.12500000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"fuck! im 4 years too late for the $50 off offer! fml","Alejandro Jake","2","0","2022-05-19T22:56:46Z","UgwNpu4d_n1_fJirXT54AaABAg","None","FALSE","4FMdbwDdHlw",  5.000000000,  0.200000000,  0.000000000,  0.200000000,  0.000000000,  0.000000000,  0.000000000, -0.200000000,  0.200000000,  0.000000000,  0.000000000, -0.200000000,  0.200000000,  0.000000000,  5,positive,0.00000000,0.20000000,neutral,0.000000000,0.000000000,negative,0.20000000,0.000000000,0.000000000,negative,0.20000000,0.00000000
"did i hear you speaking in chinese? i thought you had korean origins smiley )","Paul Ciobanu","1","0","2022-05-07T12:12:21Z","UgxGndMYVZzVAltvUd14AaABAg","None","FALSE","4FMdbwDdHlw",  7.000000000,  0.285714286,  0.000000000,  0.285714286,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.285714286,  0.000000000,  0.285714286,  7,positive,0.00000000,0.28571429,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.00000000,0.28571429
"can u make a video about ""how to google""..??","KRISHNANDU RANJN ROY","1","0","2022-04-15T17:55:46Z","UgwOcUnoF6w7ux4fnyN4AaABAg","None","FALSE","4FMdbwDdHlw",  4.000000000,  0.000000000,  0.250000000,  0.250000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  4,neutral,0.25000000,0.25000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"a girl i had a project with did that and i thought she came off like a bitch","My Competitor","2","0","2022-04-09T16:14:28Z","UgzrCfXe0zInhMbG8-V4AaABAg","None","FALSE","4FMdbwDdHlw",  6.000000000,  0.333333333,  0.000000000,  0.333333333,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.166666667,  0.166666667,  0.333333333,  6,positive,0.00000000,0.33333333,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.16666667,0.33333333
"and why macbook so familiar with software engineer?, absolutely i am not using macbook i use dell","Dhody Bambang","2","0","2022-04-03T07:50:14Z","UgyBy-bdPoqZEYVVyZF4AaABAg","None","FALSE","4FMdbwDdHlw",  9.000000000,  0.333333333,  0.000000000,  0.333333333,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.222222222,  0.000000000,  0.222222222,  9,positive,0.00000000,0.33333333,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.00000000,0.22222222
"2 girls 1 joma","bullshiteGoogle","1","0","2022-03-26T02:42:53Z","Ugwlw1n2WgiomPdxfhZ4AaABAg","None","FALSE","4FMdbwDdHlw",  2.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  2,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"the fact that they have no clue about the rona coming when this video was made","Zeth Abney","1","0","2022-03-24T04:55:30Z","UgygFkRAwfWdYjhOmih4AaABAg","None","FALSE","4FMdbwDdHlw",  6.000000000,  0.166666667,  0.000000000,  0.166666667,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.166666667,  0.000000000,  0.166666667,  6,positive,0.00000000,0.16666667,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.00000000,0.16666667
"who's the mom?","Tao Feng","2","0","2022-03-23T18:57:16Z","UgwT948yADpNw7dWVM94AaABAg","None","FALSE","4FMdbwDdHlw",  2.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  2,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
"i'll let the documentation at the another tab, and stay with this video for 17 minute forward, event this morning is my deadline, wtf the real distract but worth to watch.. lmao","iancikal","2","0","2022-03-22T18:53:59Z","UgxU7UqXAn5f-wP71H94AaABAg","None","FALSE","4FMdbwDdHlw", 18.000000000,  0.000000000,  0.166666667,  0.166666667,  0.000000000,  0.000000000,  0.000000000, -0.111111111,  0.111111111,  0.000000000,  0.000000000,  0.000000000,  0.111111111,  0.111111111, 18,neutral,0.16666667,0.16666667,neutral,0.000000000,0.000000000,negative,0.11111111,0.000000000,0.000000000,neutral,0.11111111,0.11111111
"blue apron: we will definitely over package your food.","Ling Ling","1","0","2022-03-19T06:57:13Z","UgyBoEISREzRmuHNV4t4AaABAg","None","FALSE","4FMdbwDdHlw",  6.000000000,  0.333333333,  0.000000000,  0.333333333,  0.166666667,  0.000000000,  0.166666667, -0.166666667,  0.166666667,  0.000000000,  0.000000000,  0.166666667,  0.000000000,  0.166666667,  6,positive,0.00000000,0.33333333,positive,0.000000000,0.166666667,negative,0.16666667,0.000000000,0.000000000,positive,0.00000000,0.16666667
"i really thought the title was 'how qa engineers cook'","ARMAAN SINGH KLAIR","1","0","2022-03-17T19:00:41Z","UgyRhVVsZHY0rG-kxLV4AaABAg","None","FALSE","4FMdbwDdHlw",  5.000000000,  0.200000000,  0.000000000,  0.200000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.200000000,  0.000000000,  0.200000000,  5,positive,0.00000000,0.20000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,positive,0.00000000,0.20000000
"2:45 oh really? i can't remmeber though","Tahsin Islam Muid","1","0","2022-03-06T15:25:56Z","UgwE_TguhQngcHp43954AaABAg","None","FALSE","4FMdbwDdHlw",  4.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  0.000000000,  4,neutral,0.00000000,0.00000000,neutral,0.000000000,0.000000000,neutral,0.00000000,0.000000000,0.000000000,neutral,0.00000000,0.00000000
